ItemId,Name,Identifier,JapaneseName,Description,ItemTypeId,BuyPrice,SellPrice,HPBonus,MPBonus,AttackBonus,DefenceBonus,AgilityBonus,WisdomBonus,Notes
65,Warrior's Ring,warriors-ring,,"Very slightly increases attack (+10) and defence (+10), and automatically restores the wearer's HP (Auto-Restora trait).",5,4000,400,,,10,10,,,
149,Warrior's Ring+,warriors-ring-plus,,"(Attack/Defence +10, Auto-Restora.) (HP +10)",5,,,10,,10,10,,,
49,Waterproof Amulet,waterproof-amulet,,Slightly increases defence (+10) and improves resistance to water (Splish Ward trait).,5,1500,150,,,,10,,,
191,Waterproof Amulet+,waterproof-amulet-plus,,"(Defence +10, Splish Ward.) (Defence +10)",5,,,,,,20,,,
58,Waterproof Armband,waterproof-armband,,Increase attack (+40) and adds effects of the Crafty Splasher trait (Crafty Splasher trait).,5,6000,600,,,40,,,,
225,Waterproof Armband+,waterproof-armband-plus,,"(Attack +40, Crafty Splasher.) (Attack +10)",5,,,,,50,,,,
95,Waterproof Belt,waterproof-belt,,Slightly increases attack and adds effects of the Crafty Splasher trait.,5,1500,150,,,10,,,,
224,Waterproof Belt+,waterproof-belt-plus,,"(Attack +10, Crafty Splasher.) (Attack +10)",5,,,,,20,,,,
192,Waterproof Earrings,waterproof-earrings,,"(Defence +40, Splish Ward.)",5,,,,,,40,,,
193,Waterproof Earrings+,waterproof-earrings-plus,,"(Defence +40, Splish Ward.) (Defence +10)",5,,,,,,50,,,
44,Witch's Brooch,witchs-brooch,,Slightly increases max. MP (+10) and reduces MP consumption (Castslasher trait).,5,2000,200,,10,,,,,
162,Witch's Brooch+,witchs-brooch-plus,,"(MP+10, Castcutter.) (MP +10)",5,,,,20,,,,,
41,Yellow Travelite,yellow-travelite,,A yellow crystal that was forged by the ancient elves. It contains a magical energy that allows travel to previously inaccessible areas of Nadiria.,6,,,,,,,,,
9,Yggdrasil Leaf,yggdrasil-leaf,,Revives a single fallen ally and restores half of their HP.,1,3500,350,,,,,,,
