MonsterResistanceId,MonsterId,DamageTypeId,Value
1673,190,2,50
1674,190,3,50
1675,190,4,0
1676,190,5,0
1677,190,6,0
1678,190,7,-25
1679,190,8,25
1680,190,9,25
1681,190,10,0
1682,190,11,25
1683,190,12,25
1684,190,13,50
1685,190,14,50
1686,190,15,0
1687,190,16,-25
1688,190,17,25
1689,190,18,0
1690,190,19,0
1691,191,1,0
1692,191,2,50
1693,191,3,50
1694,191,4,50
1695,191,5,-25
1696,191,6,25
1697,191,7,0
1698,191,8,0
1699,191,9,0
1700,191,10,-25
1701,191,11,0
1702,191,12,50
1703,191,13,25
1704,191,14,25
1705,191,15,50
1706,191,16,50
1707,191,17,-25
1708,191,18,0
1709,191,19,0
1710,192,1,0
1711,192,2,25
1712,192,3,25
1713,192,4,25
1714,192,5,25
1715,192,6,0
1716,192,7,0
1717,192,8,25
1718,192,9,25
1719,192,10,25
1720,192,11,50
1721,192,12,0
1722,192,13,0
1723,192,14,0
1724,192,15,25
1725,192,16,25
1726,192,17,50
1727,192,18,-25
1728,192,19,0
1729,193,1,0
1730,193,2,50
1731,193,3,50
1732,193,4,0
1733,193,5,0
1734,193,6,25
1735,193,7,-25
1736,193,8,25
1737,193,9,25
1738,193,10,0
1739,193,11,0
1740,193,12,50
1741,193,13,50
1742,193,14,50
1743,193,15,0
1744,193,16,-25
1745,193,17,25
1746,193,18,0
1747,193,19,0
1748,194,1,0
1749,194,2,50
1750,194,3,50
1751,194,4,25
1752,194,5,0
1753,194,6,25
1754,194,7,-25
1755,194,8,0
1756,194,9,25
1757,194,10,0
1758,194,11,0
1759,194,12,25
1760,194,13,50
1761,194,14,50
1762,194,15,0
1763,194,16,-25
1764,194,17,25
1765,194,18,25
1766,194,19,0
1767,195,1,25
1768,195,2,50
1769,195,3,25
1770,195,4,50
1771,195,5,-25
1772,195,6,0
1773,195,7,0
1774,195,8,0
1775,195,9,25
1776,195,10,-25
1777,195,11,0
1778,195,12,0
1779,195,13,50
1780,195,14,25
1781,195,15,50
1782,195,16,50
1783,195,17,-25
1784,195,18,25
1785,195,19,0
1786,196,1,0
1787,196,2,0
1788,196,3,-25
1789,196,4,25
1790,196,5,25
1791,196,6,50
1792,196,7,50
1793,196,8,25
1794,196,9,0
1795,196,10,0
1796,196,11,25
1797,196,12,0
1798,196,13,0
1799,196,14,50
1800,196,15,-25
1801,196,16,0
1802,196,17,50
1803,196,18,50
1804,196,19,0
1805,197,1,50
1806,197,2,0
1807,197,3,50
1808,197,4,0
1809,197,5,25
1810,197,6,-25
1811,197,7,25
1812,197,8,0
1813,197,9,25
1814,197,10,0
1815,197,11,0
1816,197,12,50
1817,197,13,0
1818,197,14,-25
1819,197,15,50
1820,197,16,25
1821,197,17,50
1822,197,18,0
1823,197,19,0
1824,198,1,0
1825,198,2,75
1826,198,3,50
1827,198,4,0
1828,198,5,0
1829,198,6,25
1830,198,7,-25
1831,198,8,0
1832,198,9,25
1833,198,10,0
1834,198,11,0
1835,198,12,0
1836,198,13,50
1837,198,14,50
1838,198,15,25
1839,198,16,-25
1840,198,17,25
1841,198,18,25
1842,198,19,0
1843,199,1,50
1844,199,2,-25
1845,199,3,50
1846,199,4,75
1847,199,5,0
1848,199,6,-25
1849,199,7,0
1850,199,8,-25
1851,199,9,50
1852,199,10,0
1853,199,11,25
1854,199,12,0
1855,199,13,0
1856,199,14,-25
1857,199,15,50
1858,199,16,50
1859,199,17,50
1860,199,18,0
1861,199,19,0
1862,200,1,-25
1863,200,2,50
1864,200,3,0
1865,200,4,50
1866,200,5,-25
1867,200,6,25
1868,200,7,50
1869,200,8,0
1870,200,9,25
1871,200,10,0
1872,200,11,50
1873,200,12,0
1874,200,13,0
1875,200,14,0
1876,200,15,50
1877,200,16,50
1878,200,17,-25
1879,200,18,25
1880,200,19,0
1881,201,1,-25
1882,201,2,0
1883,201,3,0
1884,201,4,50
1885,201,5,0
1886,201,6,50
1887,201,7,25
1888,201,8,0
1889,201,9,50
1890,201,10,0
1891,201,11,-25
1892,201,12,25
1893,201,13,50
1894,201,14,0
1895,201,15,0
1896,201,16,25
1897,201,17,0
1898,201,18,50
1899,201,19,25
1900,202,1,25
1901,202,2,25
1902,202,3,0
1903,202,4,-25
1904,202,5,50
1905,202,6,25
1906,202,7,50
1907,202,8,25
1908,202,9,-25
1909,202,10,25
1910,202,11,50
1911,202,12,25
1912,202,13,-25
1913,202,14,0
1914,202,15,25
1915,202,16,50
1916,202,17,0
1917,202,18,0
1918,202,19,0
1919,203,1,50
1920,203,2,0
1921,203,3,50
1922,203,4,50
1923,203,5,25
1924,203,6,-25
1925,203,7,0
1926,203,8,0
1927,203,9,0
1928,203,10,0
1929,203,11,0
1930,203,12,50
1931,203,13,0
1932,203,14,-25
1933,203,15,50
1934,203,16,25
1935,203,17,50
1936,203,18,0
1937,203,19,0
1938,204,1,-25
1939,204,2,25
1940,204,3,0
1941,204,4,50
1942,204,5,25
1943,204,6,50
1944,204,7,25
1945,204,8,0
1946,204,9,0
1947,204,10,0
1948,204,11,-25
1949,204,12,0
1950,204,13,50
1951,204,14,0
1952,204,15,25
1953,204,16,25
1954,204,17,25
1955,204,18,50
1956,204,19,0
1957,205,1,0
1958,205,2,25
1959,205,3,-25
1960,205,4,50
1961,205,5,0
1962,205,6,50
1963,205,7,50
1964,205,8,0
1965,205,9,0
1966,205,10,0
1967,205,11,0
1968,205,12,0
1969,205,13,50
1970,205,14,50
1971,205,15,-25
1972,205,16,0
1973,205,17,25
1974,205,18,50
1975,205,19,0
1976,206,1,0
1977,206,2,50
1978,206,3,-25
1979,206,4,50
1980,206,5,0
1981,206,6,50
1982,206,7,50
1983,206,8,-25
1984,206,9,0
1985,206,10,0
1986,206,11,25
1987,206,12,0
1988,206,13,25
1989,206,14,50
1990,206,15,-25
1991,206,16,0
1992,206,17,0
1993,206,18,50
1994,206,19,25
1995,207,1,-25
1996,207,2,0
1997,207,3,25
1998,207,4,50
1999,207,5,25
2000,207,6,50
2001,207,7,0
2002,207,8,0
2003,207,9,25
2004,207,10,0
2005,207,11,-25
2006,207,12,25
2007,207,13,50
2008,207,14,0
2009,207,15,50
2010,207,16,0
2011,207,17,0
2012,207,18,50
2013,207,19,0
2014,208,1,50
2015,208,2,0
2016,208,3,50
2017,208,4,0
2018,208,5,25
2019,208,6,-25
2020,208,7,0
2021,208,8,0
2022,208,9,50
2023,208,10,-25
2024,208,11,25
2025,208,12,75
2026,208,13,0
2027,208,14,-25
2028,208,15,50
2029,208,16,0
2030,208,17,50
2031,208,18,0
2032,208,19,0
2033,209,1,50
2034,209,2,-25
2035,209,3,25
2036,209,4,0
2037,209,5,50
2038,209,6,0
2039,209,7,50
2040,209,8,0
2041,209,9,0
2042,209,10,25
2043,209,11,50
2044,209,12,0
2045,209,13,0
2046,209,14,0
2047,209,15,0
2048,209,16,50
2049,209,17,50
2050,209,18,-25
2051,209,19,0
2052,210,1,-25
2053,210,2,75
2054,210,3,25
2055,210,4,25
2056,210,5,-25
2057,210,6,25
2058,210,7,0
2059,210,8,25
2060,210,9,25
2061,210,10,0
2062,210,11,0
2063,210,12,0
2064,210,13,50
2065,210,14,25
2066,210,15,50
2067,210,16,50
2068,210,17,-25
2069,210,18,0
2070,210,19,0
2071,211,1,0
2072,211,2,75
2073,211,3,0
2074,211,4,50
2075,211,5,-25
2076,211,6,0
2077,211,7,0
2078,211,8,0
2079,211,9,50
2080,211,10,50
2081,211,11,50
2082,211,12,0
2083,211,13,-25
2084,211,14,0
2085,211,15,50
2086,211,16,50
2087,211,17,-25
2088,211,18,0
2089,211,19,0
2090,212,1,0
2091,212,2,50
2092,212,3,0
2093,212,4,0
2094,212,5,25
2095,212,6,0
2096,212,7,50
2097,212,8,50
2098,212,9,-25
2099,212,10,0
2100,212,11,50
2101,212,12,0
2102,212,13,-25
2103,212,14,50
2104,212,15,0
2105,212,16,50
2106,212,17,25
2107,212,18,0
2108,212,19,0
2109,213,1,50
2110,213,2,0
2111,213,3,50
2112,213,4,0
2113,213,5,25
2114,213,6,-25
2115,213,7,0
2116,213,8,25
2117,213,9,25
2118,213,10,0
2119,213,11,0
2120,213,12,25
2121,213,13,25
2122,213,14,-25
2123,213,15,50
2124,213,16,0
2125,213,17,50
2126,213,18,25
2127,213,19,0
2128,214,1,-25
2129,214,2,50
2130,214,3,0
2131,214,4,50
2132,214,5,-25
2133,214,6,0
2134,214,7,25
2135,214,8,50
2136,214,9,25
2137,214,10,0
2138,214,11,0
2139,214,12,0
2140,214,13,50
2141,214,14,0
2142,214,15,50
2143,214,16,50
2144,214,17,-25
2145,214,18,25
2146,214,19,0
2147,215,1,50
2148,215,2,25
2149,215,3,50
2150,215,4,25
2151,215,5,0
2152,215,6,-25
2153,215,7,0
2154,215,8,25
2155,215,9,0
2156,215,10,-25
2157,215,11,0
2158,215,12,50
2159,215,13,50
2160,215,14,-25
2161,215,15,75
2162,215,16,0
2163,215,17,50
2164,215,18,0
2165,215,19,0
2166,216,1,25
2167,216,2,50
2168,216,3,50
2169,216,4,0
2170,216,5,0
2171,216,6,0
2172,216,7,-25
2173,216,8,0
2174,216,9,50
2175,216,10,0
2176,216,11,0
2177,216,12,25
2178,216,13,50
2179,216,14,50
2180,216,15,0
2181,216,16,-25
2182,216,17,25
2183,216,18,25
2184,216,19,0
2185,217,1,0
2186,217,2,50
2187,217,3,50
2188,217,4,0
2189,217,5,0
2190,217,6,0
2191,217,7,-25
2192,217,8,25
2193,217,9,50
2194,217,10,0
2195,217,11,0
2196,217,12,25
2197,217,13,50
2198,217,14,50
2199,217,15,0
2200,217,16,-25
2201,217,17,25
2202,217,18,25
2203,217,19,0
2204,218,1,50
2205,218,2,0
2206,218,3,50
2207,218,4,0
2208,218,5,25
2209,218,6,-25
2210,218,7,0
2211,218,8,25
2212,218,9,25
2213,218,10,0
2214,218,11,0
2215,218,12,50
2216,218,13,0
2217,218,14,-25
2218,218,15,50
2219,218,16,0
2220,218,17,50
2221,218,18,0
2222,218,19,25
2223,219,1,25
2224,219,2,0
2225,219,3,-25
2226,219,4,0
2227,219,5,25
2228,219,6,50
2229,219,7,50
2230,219,8,0
2231,219,9,25
2232,219,10,0
2233,219,11,50
2234,219,12,0
2235,219,13,0
2236,219,14,50
2237,219,15,-25
2238,219,16,0
2239,219,17,25
2240,219,18,50
2241,219,19,0
2242,220,1,-25
2243,220,2,50
2244,220,3,0
2245,220,4,50
2246,220,5,-25
2247,220,6,50
2248,220,7,0
2249,220,8,25
2250,220,9,25
2251,220,10,0
2252,220,11,0
2253,220,12,0
2254,220,13,0
2255,220,14,50
2256,220,15,50
2257,220,16,50
2258,220,17,-25
2259,220,18,25
2260,220,19,0
2261,221,1,-25
2262,221,2,25
2263,221,3,50
2264,221,4,0
2265,221,5,0
2266,221,6,100
2267,221,7,0
2268,221,8,0
2269,221,9,0
2270,221,10,0
2271,221,11,50
2272,221,12,0
2273,221,13,0
2274,221,14,-25
2275,221,15,50
2276,221,16,0
2277,221,17,50
2278,221,18,0
2279,221,19,25
2280,222,1,50
2281,222,2,-25
2282,222,3,50
2283,222,4,-25
2284,222,5,50
2285,222,6,0
2286,222,7,25
2287,222,8,0
2288,222,9,25
2289,222,10,0
2290,222,11,50
2291,222,12,25
2292,222,13,0
2293,222,14,0
2294,222,15,25
2295,222,16,0
2296,222,17,50
2297,222,18,-25
2298,222,19,25
2299,223,1,-25
2300,223,2,0
2301,223,3,0
2302,223,4,50
2303,223,5,0
2304,223,6,50
2305,223,7,25
2306,223,8,0
2307,223,9,50
2308,223,10,0
2309,223,11,-25
2310,223,12,50
2311,223,13,50
2312,223,14,0
2313,223,15,0
2314,223,16,0
2315,223,17,0
2316,223,18,50
2317,223,19,25
2318,224,1,50
2319,224,2,-25
2320,224,3,25
2321,224,4,0
2322,224,5,50
2323,224,6,0
2324,224,7,25
2325,224,8,25
2326,224,9,0
2327,224,10,-25
2328,224,11,50
2329,224,12,0
2330,224,13,0
2331,224,14,0
2332,224,15,25
2333,224,16,50
2334,224,17,50
2335,224,18,-25
2336,224,19,25
2337,225,1,50
2338,225,2,25
2339,225,3,50
2340,225,4,25
2341,225,5,0
2342,225,6,-25
2343,225,7,0
2344,225,8,25
2345,225,9,0
2346,225,10,0
2347,225,11,0
2348,225,12,0
2349,225,13,0
2350,225,14,-25
2351,225,15,50
2352,225,16,25
2353,225,17,50
2354,225,18,50
2355,225,19,0
2356,226,1,-25
2357,226,2,0
2358,226,3,0
2359,226,4,50
2360,226,5,0
2361,226,6,50
2362,226,7,25
2363,226,8,50
2364,226,9,0
2365,226,10,0
2366,226,11,-25
2367,226,12,0
2368,226,13,50
2369,226,14,0
2370,226,15,0
2371,226,16,50
2372,226,17,0
2373,226,18,50
2374,226,19,25
2375,227,1,50
2376,227,2,0
2377,227,3,50
2378,227,4,25
2379,227,5,25
2380,227,6,-25
2381,227,7,0
2382,227,8,25
2383,227,9,0
2384,227,10,0
2385,227,11,0
2386,227,12,50
2387,227,13,0
2388,227,14,-25
2389,227,15,50
2390,227,16,25
2391,227,17,50
2392,227,18,0
2393,227,19,0
2394,228,1,25
2395,228,2,25
2396,228,3,0
2397,228,4,25
2398,228,5,0
2399,228,6,25
2400,228,7,50
2401,228,8,25
2402,228,9,-25
2403,228,10,50
2404,228,11,50
2405,228,12,0
2406,228,13,-25
2407,228,14,0
2408,228,15,0
2409,228,16,50
2410,228,17,25
2411,228,18,0
2412,228,19,0
2413,229,1,0
2414,229,2,0
2415,229,3,-25
2416,229,4,50
2417,229,5,0
2418,229,6,50
2419,229,7,50
2420,229,8,25
2421,229,9,0
2422,229,10,25
2423,229,11,50
2424,229,12,0
2425,229,13,0
2426,229,14,50
2427,229,15,-25
2428,229,16,0
2429,229,17,0
2430,229,18,50
2431,229,19,0
2432,230,1,0
2433,230,2,50
2434,230,3,0
2435,230,4,-25
2436,230,5,50
2437,230,6,25
2438,230,7,50
2439,230,8,25
2440,230,9,-25
2441,230,10,50
2442,230,11,50
2443,230,12,25
2444,230,13,-25
2445,230,14,0
2446,230,15,0
2447,230,16,50
2448,230,17,0
2449,230,18,0
2450,230,19,0
2451,231,1,-25
2452,231,2,75
2453,231,3,-25
2454,231,4,50
2455,231,5,0
2456,231,6,50
2457,231,7,0
2458,231,8,0
2459,231,9,25
2460,231,10,0
2461,231,11,-25
2462,231,12,0
2463,231,13,50
2464,231,14,25
2465,231,15,25
2466,231,16,0
2467,231,17,25
2468,231,18,50
2469,231,19,0
2470,232,1,0
2471,232,2,50
2472,232,3,25
2473,232,4,50
2474,232,5,-25
2475,232,6,0
2476,232,7,0
2477,232,8,25
2478,232,9,25
2479,232,10,0
2480,232,11,25
2481,232,12,25
2482,232,13,0
2483,232,14,0
2484,232,15,50
2485,232,16,50
2486,232,17,-25
2487,232,18,25
2488,232,19,0
2489,233,1,0
2490,233,2,50
2491,233,3,25
2492,233,4,50
2493,233,5,-25
2494,233,6,0
2495,233,7,50
2496,233,8,0
2497,233,9,0
2498,233,10,0
2499,233,11,0
2500,233,12,0
2501,233,13,25
2502,233,14,0
2503,233,15,50
2504,233,16,75
2505,233,17,-25
2506,233,18,25
2507,233,19,0
2508,234,1,-25
2509,234,2,0
2510,234,3,0
2511,234,4,50
2512,234,5,0
2513,234,6,50
2514,234,7,0
2515,234,8,-25
2516,234,9,100
2517,234,10,0
2518,234,11,-25
2519,234,12,0
2520,234,13,50
2521,234,14,0
2522,234,15,25
2523,234,16,25
2524,234,17,25
2525,234,18,50
2526,234,19,0
2527,235,1,50
2528,235,2,0
2529,235,3,50
2530,235,4,25
2531,235,5,0
2532,235,6,-25
2533,235,7,0
2534,235,8,25
2535,235,9,25
2536,235,10,-25
2537,235,11,0
2538,235,12,25
2539,235,13,75
2540,235,14,-25
2541,235,15,50
2542,235,16,0
2543,235,17,50
2544,235,18,0
2545,235,19,0
2546,236,1,0
2547,236,2,25
2548,236,3,0
2549,236,4,-25
2550,236,5,50
2551,236,6,50
2552,236,7,50
2553,236,8,25
2554,236,9,-25
2555,236,10,0
2556,236,11,50
2557,236,12,50
2558,236,13,-25
2559,236,14,0
2560,236,15,0
2561,236,16,50
2562,236,17,0
2563,236,18,25
2564,236,19,0
2565,238,1,-25
2566,238,2,0
2567,238,3,0
2568,238,4,50
2569,238,5,0
2570,238,6,50
2571,238,7,0
2572,238,8,0
2573,238,9,75
2574,238,10,25
2575,238,11,-25
2576,238,12,0
2577,238,13,50
2578,238,14,0
2579,238,15,-25
2580,238,16,50
2581,238,17,0
2582,238,18,50
2583,238,19,25
2584,239,1,-25
2585,239,2,0
2586,239,3,0
2587,239,4,50
2588,239,5,0
2589,239,6,50
2590,239,7,25
2591,239,8,25
2592,239,9,25
2593,239,10,0
2594,239,11,-25
2595,239,12,25
2596,239,13,50
2597,239,14,0
2598,239,15,25
2599,239,16,25
2600,239,17,0
2601,239,18,50
2602,239,19,0
2603,240,1,75
2604,240,2,0
2605,240,3,0
2606,240,4,-25
2607,240,5,50
2608,240,6,0
2609,240,7,50
2610,240,8,25
2611,240,9,-25
2612,240,10,50
2613,240,11,50
2614,240,12,0
2615,240,13,-25
2616,240,14,0
2617,240,15,50
2618,240,16,25
2619,240,17,0
2620,240,18,0
2621,240,19,0
2622,241,1,25
2623,241,2,25
2624,241,3,0
2625,241,4,-25
2626,241,5,50
2627,241,6,25
2628,241,7,50
2629,241,8,25
2630,241,9,-25
2631,241,10,25
2632,241,11,50
2633,241,12,0
2634,241,13,-25
2635,241,14,0
2636,241,15,50
2637,241,16,50
2638,241,17,0
2639,241,18,0
2640,241,19,0
2641,242,1,0
2642,242,2,25
2643,242,3,0
2644,242,4,-25
2645,242,5,50
2646,242,6,25
2647,242,7,50
2648,242,8,0
2649,242,9,25
2650,242,10,25
2651,242,11,50
2652,242,12,25
2653,242,13,-25
2654,242,14,0
2655,242,15,25
2656,242,16,50
2657,242,17,0
2658,242,18,0
2659,242,19,0
2660,243,1,0
2661,243,2,50
2662,243,3,0
2663,243,4,-25
2664,243,5,50
2665,243,6,25
2666,243,7,50
2667,243,8,25
2668,243,9,-25
2669,243,10,25
2670,243,11,50
2671,243,12,0
2672,243,13,-25
2673,243,14,25
2674,243,15,25
2675,243,16,50
2676,243,17,0
2677,243,18,0
2678,243,19,0
2679,244,1,50
2680,244,2,-25
2681,244,3,50
2682,244,4,25
2683,244,5,50
2684,244,6,0
2685,244,7,0
2686,244,8,0
2687,244,9,0
2688,244,10,-25
2689,244,11,50
2690,244,12,0
2691,244,13,50
2692,244,14,0
2693,244,15,25
2694,244,16,25
2695,244,17,50
2696,244,18,-25
2697,244,19,0
2698,245,1,0
2699,245,2,25
2700,245,3,0
2701,245,4,-25
2702,245,5,50
2703,245,6,50
2704,245,7,50
2705,245,8,25
2706,245,9,-25
2707,245,10,0
2708,245,11,75
2709,245,12,25
2710,245,13,-25
2711,245,14,25
2712,245,15,25
2713,245,16,50
2714,245,17,0
2715,245,18,0
2716,245,19,0
2717,246,1,-25
2718,246,2,25
2719,246,3,0
2720,246,4,-25
2721,246,5,50
2722,246,6,100
2723,246,7,50
2724,246,8,0
2725,246,9,-25
2726,246,10,25
2727,246,11,50
2728,246,12,0
2729,246,13,-25
2730,246,14,0
2731,246,15,25
2732,246,16,50
2733,246,17,25
2734,246,18,0
2735,246,19,0
2736,247,1,-25
2737,247,2,0
2738,247,3,0
2739,247,4,50
2740,247,5,0
2741,247,6,50
2742,247,7,50
2743,247,8,0
2744,247,9,50
2745,247,10,0
2746,247,11,-25
2747,247,12,0
2748,247,13,50
2749,247,14,25
2750,247,15,0
2751,247,16,50
2752,247,17,0
2753,247,18,50
2754,247,19,0
2755,248,1,25
2756,248,2,0
2757,248,3,0
2758,248,4,-25
2759,248,5,50
2760,248,6,25
2761,248,7,50
2762,248,8,50
2763,248,9,-25
2764,248,10,25
2765,248,11,50
2766,248,12,25
2767,248,13,-25
2768,248,14,25
2769,248,15,0
2770,248,16,50
2771,248,17,0
2772,248,18,0
2773,248,19,0
2774,249,1,25
2775,249,2,-25
2776,249,3,-25
2777,249,4,0
2778,249,5,-25
2779,249,6,0
2780,249,7,50
2781,249,8,100
2782,249,9,0
2783,249,10,0
2784,249,11,0
2785,249,12,0
2786,249,13,50
2787,249,14,50
2788,249,15,-25
2789,249,16,25
2790,249,17,0
2791,249,18,50
2792,249,19,0
2793,250,1,50
2794,250,2,-25
2795,250,3,0
2796,250,4,50
2797,250,5,50
2798,250,6,-25
2799,250,7,0
2800,250,8,25
2801,250,9,25
2802,250,10,25
2803,250,11,50
2804,250,12,0
2805,250,13,50
2806,250,14,0
2807,250,15,0
2808,250,16,0
2809,250,17,50
2810,250,18,-25
2811,250,19,0
2812,251,1,50
2813,251,2,-25
2814,251,3,25
2815,251,4,0
2816,251,5,50
2817,251,6,0
2818,251,7,0
2819,251,8,25
2820,251,9,25
2821,251,10,25
2822,251,11,50
2823,251,12,25
2824,251,13,0
2825,251,14,0
2826,251,15,0
2827,251,16,25
2828,251,17,50
2829,251,18,-25
2830,251,19,0
2831,252,1,0
2832,252,2,50
2833,252,3,50
2834,252,4,50
2835,252,5,-25
2836,252,6,0
2837,252,7,0
2838,252,8,-25
2839,252,9,50
2840,252,10,0
2841,252,11,0
2842,252,12,25
2843,252,13,25
2844,252,14,25
2845,252,15,50
2846,252,16,50
2847,252,17,-25
2848,252,18,0
2849,252,19,0
2850,253,1,0
2851,253,2,25
2852,253,3,-25
2853,253,4,0
2854,253,5,0
2855,253,6,50
2856,253,7,50
2857,253,8,25
2858,253,9,25
2859,253,10,0
2860,253,11,0
2861,253,12,0
2862,253,13,50
2863,253,14,50
2864,253,15,-25
2865,253,16,0
2866,253,17,25
2867,253,18,50
2868,253,19,0
2869,254,1,-25
2870,254,2,0
2871,254,3,25
2872,254,4,50
2873,254,5,0
2874,254,6,50
2875,254,7,0
2876,254,8,0
2877,254,9,50
2878,254,10,0
2879,254,11,-25
2880,254,12,0
2881,254,13,50
2882,254,14,0
2883,254,15,25
2884,254,16,25
2885,254,17,25
2886,254,18,50
2887,254,19,0
2907,256,1,0
2908,256,2,50
2909,256,3,50
2910,256,4,0
2911,256,5,0
2912,256,6,0
2913,256,7,-25
2914,256,8,0
2915,256,9,75
2916,256,10,0
2917,256,11,0
2918,256,12,50
2919,256,13,50
2920,256,14,50
2921,256,15,25
2922,256,16,-25
2923,256,17,0
2924,256,18,0
2925,256,19,0
2926,257,1,0
2927,257,2,100
2928,257,3,0
2929,257,4,50
2930,257,5,-25
2931,257,6,25
2932,257,7,0
2933,257,8,0
2934,257,9,0
2935,257,10,0
2936,257,11,25
2937,257,12,0
2938,257,13,25
2939,257,14,25
2940,257,15,50
2941,257,16,50
2942,257,17,-25
2943,257,18,0
2944,257,19,0
2945,258,1,50
2946,258,2,0
2947,258,3,50
2948,258,4,0
2949,258,5,0
2950,258,6,-25
2951,258,7,0
2952,258,8,0
2953,258,9,75
2954,258,10,0
2955,258,11,50
2956,258,12,25
2957,258,13,0
2958,258,14,-25
2959,258,15,50
2960,258,16,0
2961,258,17,50
2962,258,18,0
2963,258,19,0
2964,259,1,0
2965,259,2,50
2966,259,3,50
2967,259,4,0
2968,259,5,25
2969,259,6,25
2970,259,7,-25
2971,259,8,0
2972,259,9,25
2973,259,10,0
2974,259,11,0
2975,259,12,0
2976,259,13,50
2977,259,14,50
2978,259,15,0
2979,259,16,-25
2980,259,17,75
2981,259,18,0
2982,259,19,0
2983,260,1,25
2984,260,2,75
2985,260,3,0
2986,260,4,25
2987,260,5,-25
2988,260,6,0
2989,260,7,0
2990,260,8,25
2991,260,9,25
2992,260,10,0
2993,260,11,50
2994,260,12,0
2995,260,13,0
2996,260,14,0
2997,260,15,50
2998,260,16,50
2999,260,17,-25
3000,260,18,25
3001,260,19,0
3002,261,1,50
3003,261,2,-25
3004,261,3,25
3005,261,4,0
3006,261,5,50
3007,261,6,0
3008,261,7,0
3009,261,8,25
3010,261,9,25
3011,261,10,25
3012,261,11,25
3013,261,12,0
3014,261,13,25
3015,261,14,0
3016,261,15,0
3017,261,16,25
3018,261,17,50
3019,261,18,-25
3020,261,19,0
3021,262,1,50
3022,262,2,0
3023,262,3,50
3024,262,4,25
3025,262,5,25
3026,262,6,-25
3027,262,7,0
3028,262,8,0
3029,262,9,25
3030,262,10,0
3031,262,11,0
3032,262,12,75
3033,262,13,0
3034,262,14,-25
3035,262,15,50
3036,262,16,0
3037,262,17,50
3038,262,18,0
3039,262,19,0
3040,263,1,50
3041,263,2,-25
3042,263,3,0
3043,263,4,50
3044,263,5,50
3045,263,6,0
3046,263,7,0
3047,263,8,25
3048,263,9,0
3049,263,10,50
3050,263,11,50
3051,263,12,0
3052,263,13,0
3053,263,14,0
3054,263,15,0
3055,263,16,25
3056,263,17,50
3057,263,18,-25
3058,263,19,0
3059,264,1,-25
3060,264,2,25
3061,264,3,0
3062,264,4,50
3063,264,5,0
3064,264,6,50
3065,264,7,0
3066,264,8,0
3067,264,9,50
3068,264,10,0
3069,264,11,-25
3070,264,12,0
3071,264,13,50
3072,264,14,0
3073,264,15,0
3074,264,16,25
3075,264,17,25
3076,264,18,50
3077,264,19,25
3078,265,1,0
3079,265,2,0
3080,265,3,0
3081,265,4,25
3082,265,5,25
3083,265,6,50
3084,265,7,25
3085,265,8,25
3086,265,9,0
3087,265,10,25
3088,265,11,-25
3089,265,12,0
3090,265,13,50
3091,265,14,25
3092,265,15,0
3093,265,16,25
3094,265,17,0
3095,265,18,50
3096,265,19,0
3097,266,1,0
3098,266,2,50
3099,266,3,25
3100,266,4,50
3101,266,5,-25
3102,266,6,0
3103,266,7,0
3104,266,8,0
3105,266,9,50
3106,266,10,0
3107,266,11,0
3108,266,12,0
3109,266,13,25
3110,266,14,25
3111,266,15,50
3112,266,16,50
3113,266,17,-25
3114,266,18,25
3115,266,19,0
3116,267,1,50
3117,267,2,0
3118,267,3,50
3119,267,4,25
3120,267,5,25
3121,267,6,-25
3122,267,7,0
3123,267,8,25
3124,267,9,0
3125,267,10,0
3126,267,11,25
3127,267,12,25
3128,267,13,25
3129,267,14,-25
3130,267,15,50
3131,267,16,0
3132,267,17,50
3133,267,18,0
3134,267,19,0
3135,268,1,0
3136,268,2,50
3137,268,3,50
3138,268,4,0
3139,268,5,0
3140,268,6,25
3141,268,7,-25
3142,268,8,0
3143,268,9,50
3144,268,10,0
3145,268,11,0
3146,268,12,25
3147,268,13,50
3148,268,14,50
3149,268,15,25
3150,268,16,-25
3151,268,17,0
3152,268,18,25
3153,268,19,0
3154,269,1,25
3155,269,2,50
3156,269,3,50
3157,269,4,0
3158,269,5,0
3159,269,6,25
3160,269,7,-25
3161,269,8,0
3162,269,9,25
3163,269,10,0
3164,269,11,0
3165,269,12,50
3166,269,13,50
3167,269,14,50
3168,269,15,0
3169,269,16,-25
3170,269,17,0
3171,269,18,0
3172,269,19,25
3173,270,1,0
3174,270,2,50
3175,270,3,0
3176,270,4,50
3177,270,5,-25
3178,270,6,0
3179,270,7,25
3180,270,8,25
3181,270,9,25
3182,270,10,0
3183,270,11,0
3184,270,12,0
3185,270,13,25
3186,270,14,0
3187,270,15,50
3188,270,16,50
3189,270,17,-25
3190,270,18,50
3191,270,19,0
3192,271,1,25
3193,271,2,75
3194,271,3,50
3195,271,4,0
3196,271,5,0
3197,271,6,25
3198,271,7,-25
3199,271,8,0
3200,271,9,0
3201,271,10,0
3202,271,11,0
3203,271,12,0
3204,271,13,50
3205,271,14,50
3206,271,15,50
3207,271,16,-25
3208,271,17,0
3209,271,18,25
3210,271,19,0
3211,272,1,25
3212,272,2,50
3213,272,3,50
3214,272,4,50
3215,272,5,-25
3216,272,6,0
3217,272,7,0
3218,272,8,0
3219,272,9,0
3220,272,10,0
3221,272,11,50
3222,272,12,0
